degree,field,gpa,experience,graduation_year,skills,target_role
MCA,EEE,5.77,3,2022,"power systems,circuits",Electrical Engineer
MCA,Civil,7.44,6,2019,"autocad,construction",Civil Engineer
MTech,IT,7.96,0,2025,"html,react",Web Developer
MBA,Mechanical,8.52,1,2024,"design,solidworks",Mechanical Engineer
BSc,Data Science,9.64,1,2024,"ml,sql",Data Scientist
BTech,CSE,6.23,3,2022,"python,sql",Web Developer
MBA,Data Science,9.43,6,2019,"statistics,python",Data Scientist
MCA,Mechanical,9.69,3,2022,"solidworks,design",Mechanical Engineer
MTech,Civil,9.14,4,2021,"autocad,construction",Civil Engineer
MTech,Data Science,9.13,4,2021,"ml,statistics",Data Scientist
MBA,Data Science,5.55,4,2021,"statistics,ml",Software Engineer
MCA,Mechanical,8.27,0,2025,"design,solidworks",Mechanical Engineer
BTech,AI/ML,5.58,0,2025,"ml,python",Software Engineer
MTech,HR,7.63,7,2018,"recruitment,communication",Business Analyst
MCA,Data Science,9.63,2,2023,"ml,python",Data Scientist
BSc,EEE,8.23,1,2024,"power systems,circuits",Electrical Engineer
BTech,CSE,9.69,3,2022,"dsa,python",Software Engineer
MCA,Data Science,8.76,3,2022,"sql,statistics",Data Scientist
MCA,Mechanical,6.99,4,2021,"design,solidworks",Mechanical Engineer
MBA,ECE,6.82,2,2023,"embedded,signals",Electrical Engineer
MBA,IT,7.31,4,2021,"react,html",Web Developer
MTech,EEE,7.22,1,2024,"power systems,circuits",Electrical Engineer
MTech,Data Science,8.34,0,2025,"ml,statistics",Data Scientist
BSc,ECE,8.3,7,2018,"signals,c",Electrical Engineer
BSc,CSE,5.89,4,2021,"sql,dsa",Web Developer
MCA,EEE,8.88,4,2021,"circuits,power systems",Electrical Engineer
MCA,Data Science,8.14,6,2019,"ml,statistics",Data Scientist
MBA,EEE,7.14,1,2024,"power systems,circuits",Electrical Engineer
MCA,Civil,9.21,3,2022,"construction,autocad",Civil Engineer
MTech,Data Science,8.92,2,2023,"statistics,sql",Data Scientist
BSc,CSE,7.31,1,2024,"sql,dsa",Web Developer
BSc,Civil,6.15,3,2022,"autocad,construction",Civil Engineer
MBA,CSE,9.2,7,2018,"python,java",Software Engineer
MTech,Mechanical,6.73,3,2022,"solidworks,design",Mechanical Engineer
MCA,HR,5.92,3,2022,"recruitment,communication",Business Analyst
MCA,IT,8.4,7,2018,"react,js",Software Engineer
BSc,Mechanical,7.51,3,2022,"design,solidworks",Mechanical Engineer
BSc,Data Science,8.35,3,2022,"ml,python",Data Scientist
MBA,HR,8.78,5,2020,"recruitment,communication",Business Analyst
BTech,HR,5.56,7,2018,"recruitment,communication",Business Analyst
MBA,HR,8.33,2,2023,"recruitment,communication",Business Analyst
MTech,Mechanical,6.27,3,2022,"design,solidworks",Mechanical Engineer
BTech,IT,5.6,7,2018,"js,html",Web Developer
BSc,AI/ML,7.68,4,2021,"deep learning,python",Data Scientist
BTech,IT,5.53,6,2019,"js,html",Web Developer
MCA,AI/ML,5.91,5,2020,"ml,deep learning",Software Engineer
MCA,Mechanical,8.17,5,2020,"design,solidworks",Mechanical Engineer
MBA,IT,7.25,2,2023,"css,react",Web Developer
BSc,Data Science,9.4,1,2024,"ml,sql",Data Scientist
MCA,AI/ML,5.65,5,2020,"python,deep learning",Software Engineer
BTech,CSE,8.55,2,2023,"sql,java",Software Engineer
MTech,Civil,6.35,1,2024,"construction,autocad",Civil Engineer
BSc,Data Science,9.61,1,2024,"ml,statistics",Data Scientist
MBA,ECE,5.59,4,2021,"c,signals",Electrical Engineer
MCA,Data Science,7.2,0,2025,"python,sql",Software Engineer
MTech,CSE,7.37,0,2025,"java,python",Web Developer
BSc,Data Science,6.31,7,2018,"statistics,python",Software Engineer
BTech,CSE,7.08,4,2021,"java,python",Web Developer
MBA,HR,6.36,0,2025,"communication,recruitment",Business Analyst
MTech,Data Science,9.26,5,2020,"ml,python",Data Scientist
MBA,Mechanical,8.66,2,2023,"solidworks,design",Mechanical Engineer
MCA,AI/ML,6.61,3,2022,"deep learning,python",Software Engineer
MCA,AI/ML,6.36,7,2018,"deep learning,python",Software Engineer
BTech,HR,6.58,3,2022,"recruitment,communication",Business Analyst
MBA,ECE,8.64,4,2021,"embedded,signals",Electrical Engineer
MCA,Mechanical,6.05,2,2023,"solidworks,design",Mechanical Engineer
MCA,EEE,7.98,5,2020,"circuits,power systems",Electrical Engineer
MCA,CSE,7.48,5,2020,"dsa,java",Web Developer
MBA,IT,9.42,5,2020,"html,js",Software Engineer
BTech,Mechanical,8.88,4,2021,"design,solidworks",Mechanical Engineer
BSc,HR,8.69,4,2021,"recruitment,communication",Business Analyst
BSc,Data Science,7.85,0,2025,"python,statistics",Data Scientist
BTech,Mechanical,7.17,1,2024,"solidworks,design",Mechanical Engineer
BTech,Data Science,6.72,7,2018,"statistics,ml",Software Engineer
BSc,CSE,8.88,2,2023,"python,sql",Software Engineer
MCA,AI/ML,8.03,0,2025,"ml,python",Data Scientist
MBA,Mechanical,7.5,0,2025,"design,solidworks",Mechanical Engineer
MBA,IT,9.32,7,2018,"html,react",Software Engineer
MTech,HR,6.12,2,2023,"recruitment,communication",Business Analyst
BTech,AI/ML,9.76,2,2023,"python,ml",Data Scientist
MBA,HR,7.5,1,2024,"recruitment,communication",Business Analyst
MCA,Civil,6.82,3,2022,"autocad,construction",Civil Engineer
BTech,ECE,7.72,6,2019,"c,embedded",Electrical Engineer
BSc,ECE,5.65,4,2021,"embedded,signals",Electrical Engineer
MCA,Data Science,6.68,5,2020,"python,ml",Software Engineer
BSc,ECE,8.58,7,2018,"embedded,c",Electrical Engineer
MBA,Data Science,7.65,7,2018,"sql,python",Data Scientist
MCA,Civil,7.16,5,2020,"autocad,construction",Civil Engineer
MCA,CSE,8.84,4,2021,"dsa,sql",Software Engineer
BSc,Civil,7.18,3,2022,"autocad,construction",Civil Engineer
MTech,Data Science,8.74,3,2022,"ml,python",Data Scientist
BTech,Mechanical,9.47,3,2022,"solidworks,design",Mechanical Engineer
BTech,AI/ML,9.08,2,2023,"ml,python",Data Scientist
BSc,Data Science,7.64,0,2025,"sql,ml",Data Scientist
MBA,IT,6.49,6,2019,"html,react",Web Developer
BTech,IT,7.75,4,2021,"html,css",Web Developer
BTech,HR,6.48,7,2018,"communication,recruitment",Business Analyst
BTech,EEE,8.2,3,2022,"circuits,power systems",Electrical Engineer
MCA,HR,8.89,6,2019,"communication,recruitment",Business Analyst
MCA,IT,6.69,4,2021,"js,react",Web Developer
MBA,ECE,5.75,2,2023,"embedded,signals",Electrical Engineer
BSc,AI/ML,8.71,4,2021,"deep learning,python",Data Scientist
BSc,IT,6.73,2,2023,"js,html",Web Developer
MTech,Mechanical,6.14,1,2024,"design,solidworks",Mechanical Engineer
MBA,Civil,7.86,7,2018,"construction,autocad",Civil Engineer
MTech,EEE,5.83,7,2018,"power systems,circuits",Electrical Engineer
MCA,Data Science,9.17,0,2025,"statistics,python",Data Scientist
MCA,HR,9.73,1,2024,"communication,recruitment",Business Analyst
BSc,Civil,6.06,1,2024,"autocad,construction",Civil Engineer
BTech,CSE,9.73,5,2020,"sql,java",Software Engineer
BSc,Civil,7.76,1,2024,"autocad,construction",Civil Engineer
MBA,Mechanical,9.09,3,2022,"solidworks,design",Mechanical Engineer
BTech,Civil,9.03,5,2020,"construction,autocad",Civil Engineer
BTech,Mechanical,6.82,0,2025,"solidworks,design",Mechanical Engineer
BTech,IT,7.1,7,2018,"js,html",Web Developer
BTech,IT,8.95,7,2018,"react,css",Software Engineer
MBA,Mechanical,8.63,6,2019,"solidworks,design",Mechanical Engineer
MCA,IT,7.99,7,2018,"css,react",Web Developer
MBA,HR,9.73,4,2021,"communication,recruitment",Business Analyst
MBA,CSE,6.38,7,2018,"python,dsa",Web Developer
MTech,Civil,7.56,3,2022,"autocad,construction",Civil Engineer
BSc,EEE,7.84,5,2020,"circuits,power systems",Electrical Engineer
BSc,IT,9.54,1,2024,"html,react",Software Engineer
BTech,CSE,8.7,7,2018,"dsa,java",Software Engineer
MBA,Data Science,7.44,0,2025,"statistics,sql",Software Engineer
MTech,AI/ML,5.87,7,2018,"deep learning,ml",Software Engineer
BTech,AI/ML,6.76,6,2019,"python,deep learning",Software Engineer
MTech,CSE,6.77,1,2024,"python,sql",Web Developer
MTech,AI/ML,8.32,3,2022,"ml,python",Data Scientist
MTech,EEE,7.67,7,2018,"power systems,circuits",Electrical Engineer
BSc,EEE,9.53,4,2021,"power systems,circuits",Electrical Engineer
BSc,EEE,6.46,6,2019,"circuits,power systems",Electrical Engineer
BSc,Civil,7.31,5,2020,"autocad,construction",Civil Engineer
MBA,AI/ML,6.44,3,2022,"ml,deep learning",Software Engineer
BSc,AI/ML,6.18,1,2024,"deep learning,python",Software Engineer
BTech,Mechanical,8.8,4,2021,"design,solidworks",Mechanical Engineer
BTech,CSE,7.22,7,2018,"java,python",Web Developer
BSc,CSE,9.78,1,2024,"python,java",Software Engineer
MBA,IT,5.64,5,2020,"react,css",Web Developer
MTech,Mechanical,8.96,6,2019,"design,solidworks",Mechanical Engineer
MBA,Mechanical,6.03,2,2023,"design,solidworks",Mechanical Engineer
BSc,Data Science,9.25,0,2025,"statistics,ml",Data Scientist
MCA,AI/ML,8.15,3,2022,"python,deep learning",Data Scientist
MCA,IT,5.79,0,2025,"js,css",Web Developer
BTech,EEE,7.87,6,2019,"circuits,power systems",Electrical Engineer
BTech,HR,8.49,3,2022,"communication,recruitment",Business Analyst
BTech,HR,8.18,5,2020,"recruitment,communication",Business Analyst
MTech,Data Science,5.97,1,2024,"ml,sql",Software Engineer
MBA,Civil,5.67,6,2019,"autocad,construction",Civil Engineer
MBA,Mechanical,9.15,2,2023,"design,solidworks",Mechanical Engineer
BTech,Data Science,6.95,4,2021,"python,ml",Software Engineer
BTech,IT,9.26,7,2018,"react,css",Software Engineer
BTech,CSE,8.19,2,2023,"sql,python",Software Engineer
MCA,Data Science,6.91,1,2024,"sql,python",Software Engineer
BSc,Data Science,8.24,4,2021,"ml,sql",Data Scientist
MBA,CSE,8.85,5,2020,"dsa,java",Software Engineer
MCA,HR,9.36,4,2021,"recruitment,communication",Business Analyst
BTech,ECE,6.53,1,2024,"embedded,c",Electrical Engineer
MCA,EEE,9.05,2,2023,"power systems,circuits",Electrical Engineer
MTech,ECE,9.5,5,2020,"embedded,c",Electrical Engineer
MBA,CSE,6.63,4,2021,"sql,dsa",Web Developer
BTech,IT,9.48,0,2025,"html,react",Software Engineer
MBA,HR,6.07,4,2021,"recruitment,communication",Business Analyst
BSc,Civil,5.54,2,2023,"autocad,construction",Civil Engineer
BSc,Mechanical,9.64,4,2021,"design,solidworks",Mechanical Engineer
MCA,HR,7.29,6,2019,"communication,recruitment",Business Analyst
BSc,Mechanical,6.14,0,2025,"solidworks,design",Mechanical Engineer
BSc,ECE,8.23,2,2023,"embedded,c",Electrical Engineer
BSc,HR,8.16,2,2023,"recruitment,communication",Business Analyst
BTech,Civil,8.83,3,2022,"autocad,construction",Civil Engineer
MBA,CSE,7.6,2,2023,"dsa,python",Web Developer
MCA,Data Science,9.18,4,2021,"ml,python",Data Scientist
MCA,IT,7.46,1,2024,"css,js",Web Developer
MCA,HR,6.54,1,2024,"communication,recruitment",Business Analyst
MCA,CSE,8.77,1,2024,"sql,python",Software Engineer
BTech,CSE,9.13,7,2018,"sql,dsa",Software Engineer
MCA,Mechanical,8.92,3,2022,"solidworks,design",Mechanical Engineer
MTech,Mechanical,9.03,6,2019,"solidworks,design",Mechanical Engineer
BTech,HR,7.22,3,2022,"communication,recruitment",Business Analyst
MCA,AI/ML,7.61,1,2024,"ml,deep learning",Data Scientist
MCA,AI/ML,6.32,0,2025,"python,deep learning",Software Engineer
BTech,CSE,7.93,2,2023,"python,dsa",Web Developer
MTech,CSE,9.63,3,2022,"dsa,python",Software Engineer
BTech,AI/ML,9.26,3,2022,"python,deep learning",Data Scientist
BTech,Mechanical,8.4,2,2023,"design,solidworks",Mechanical Engineer
MCA,IT,8.83,4,2021,"css,react",Software Engineer
MTech,Mechanical,8.42,3,2022,"solidworks,design",Mechanical Engineer
BSc,AI/ML,7.06,2,2023,"deep learning,python",Software Engineer
BSc,ECE,8.01,5,2020,"signals,embedded",Electrical Engineer
BSc,Civil,5.93,2,2023,"construction,autocad",Civil Engineer
MBA,ECE,6.1,0,2025,"embedded,signals",Electrical Engineer
MBA,HR,5.52,7,2018,"recruitment,communication",Business Analyst
MBA,EEE,7.82,0,2025,"power systems,circuits",Electrical Engineer
BSc,CSE,6.4,7,2018,"python,dsa",Web Developer
BSc,ECE,7.57,4,2021,"c,embedded",Electrical Engineer
BSc,CSE,7.5,1,2024,"java,python",Web Developer
BSc,AI/ML,7.3,5,2020,"python,deep learning",Software Engineer
MCA,Civil,8.11,6,2019,"autocad,construction",Civil Engineer
MCA,AI/ML,8.76,3,2022,"python,deep learning",Data Scientist
MCA,EEE,8.75,7,2018,"power systems,circuits",Electrical Engineer
MCA,Data Science,7.57,0,2025,"python,sql",Data Scientist
MBA,ECE,6.09,4,2021,"c,embedded",Electrical Engineer
MTech,HR,6.71,0,2025,"communication,recruitment",Business Analyst
BSc,ECE,6.68,4,2021,"c,embedded",Electrical Engineer
BSc,Data Science,8.64,6,2019,"sql,ml",Data Scientist
BSc,Civil,6.67,0,2025,"construction,autocad",Civil Engineer
BSc,AI/ML,7.14,5,2020,"python,deep learning",Software Engineer
MCA,Civil,7.49,1,2024,"construction,autocad",Civil Engineer
BSc,Mechanical,6.41,4,2021,"solidworks,design",Mechanical Engineer
MBA,HR,6.78,7,2018,"recruitment,communication",Business Analyst
BSc,IT,8.12,4,2021,"js,react",Software Engineer
MCA,Mechanical,7.09,1,2024,"solidworks,design",Mechanical Engineer
MTech,ECE,9.23,5,2020,"embedded,c",Electrical Engineer
MCA,AI/ML,8.75,1,2024,"deep learning,ml",Data Scientist
MBA,Data Science,9.07,6,2019,"statistics,ml",Data Scientist
BTech,Data Science,8.16,1,2024,"python,statistics",Data Scientist
MBA,Mechanical,7.06,4,2021,"design,solidworks",Mechanical Engineer
MCA,AI/ML,6.11,2,2023,"ml,deep learning",Software Engineer
BTech,AI/ML,8.93,2,2023,"deep learning,ml",Data Scientist
BTech,AI/ML,6.83,2,2023,"deep learning,python",Software Engineer
MTech,HR,5.8,2,2023,"communication,recruitment",Business Analyst
BTech,ECE,9.4,4,2021,"embedded,signals",Electrical Engineer
BTech,CSE,8.54,2,2023,"dsa,python",Software Engineer
BSc,IT,6.72,3,2022,"js,html",Web Developer
MTech,HR,6.29,1,2024,"recruitment,communication",Business Analyst
BTech,Data Science,7.62,3,2022,"statistics,python",Data Scientist
MCA,AI/ML,8.27,0,2025,"deep learning,ml",Data Scientist
MBA,IT,8.97,2,2023,"js,html",Software Engineer
BTech,Mechanical,6.52,1,2024,"solidworks,design",Mechanical Engineer
MBA,Data Science,7.48,7,2018,"ml,sql",Software Engineer
MTech,HR,5.63,2,2023,"communication,recruitment",Business Analyst
BSc,EEE,6.55,0,2025,"power systems,circuits",Electrical Engineer
MTech,CSE,6.52,2,2023,"dsa,python",Web Developer
MBA,Mechanical,8.97,1,2024,"solidworks,design",Mechanical Engineer
BTech,Civil,8.43,7,2018,"autocad,construction",Civil Engineer
BSc,Data Science,7.79,3,2022,"sql,ml",Data Scientist
BTech,ECE,6.56,0,2025,"c,embedded",Electrical Engineer
BSc,HR,8.2,1,2024,"recruitment,communication",Business Analyst
BTech,Data Science,8.68,1,2024,"python,ml",Data Scientist
MTech,IT,8.15,3,2022,"react,html",Software Engineer
BTech,IT,8.34,3,2022,"css,html",Software Engineer
BSc,AI/ML,8.11,4,2021,"deep learning,ml",Data Scientist
BTech,Data Science,7.51,3,2022,"python,sql",Data Scientist
MTech,IT,6.64,7,2018,"react,css",Web Developer
MCA,AI/ML,9.72,3,2022,"deep learning,python",Data Scientist
BTech,AI/ML,5.7,5,2020,"ml,python",Software Engineer
MCA,EEE,6.8,0,2025,"power systems,circuits",Electrical Engineer
BTech,EEE,9.0,6,2019,"circuits,power systems",Electrical Engineer
MCA,Data Science,5.81,3,2022,"python,ml",Software Engineer
MCA,IT,8.04,3,2022,"react,css",Software Engineer
BTech,HR,9.49,2,2023,"recruitment,communication",Business Analyst
MTech,CSE,6.72,2,2023,"dsa,python",Web Developer
MTech,AI/ML,9.4,0,2025,"python,ml",Data Scientist
BSc,AI/ML,9.65,6,2019,"ml,deep learning",Data Scientist
MTech,EEE,7.04,2,2023,"power systems,circuits",Electrical Engineer
BSc,AI/ML,5.84,5,2020,"deep learning,ml",Software Engineer
BTech,HR,7.83,4,2021,"recruitment,communication",Business Analyst
BTech,Data Science,9.19,2,2023,"statistics,python",Data Scientist
BTech,HR,8.59,2,2023,"communication,recruitment",Business Analyst
MTech,HR,8.63,6,2019,"communication,recruitment",Business Analyst
BSc,EEE,9.1,5,2020,"power systems,circuits",Electrical Engineer
MBA,IT,7.01,1,2024,"html,css",Web Developer
MBA,IT,5.89,1,2024,"css,html",Web Developer
MCA,Data Science,8.18,2,2023,"ml,statistics",Data Scientist
MCA,Civil,6.69,4,2021,"autocad,construction",Civil Engineer
MBA,AI/ML,6.47,7,2018,"deep learning,python",Software Engineer
MTech,EEE,7.96,7,2018,"power systems,circuits",Electrical Engineer
MCA,ECE,7.03,2,2023,"c,signals",Electrical Engineer
MTech,EEE,7.09,2,2023,"circuits,power systems",Electrical Engineer
MCA,Data Science,9.09,4,2021,"sql,statistics",Data Scientist
MBA,HR,5.59,4,2021,"recruitment,communication",Business Analyst
BTech,Data Science,7.61,2,2023,"sql,python",Data Scientist
BTech,CSE,6.26,0,2025,"dsa,java",Web Developer
BSc,EEE,7.83,6,2019,"circuits,power systems",Electrical Engineer
BTech,Mechanical,9.58,1,2024,"design,solidworks",Mechanical Engineer
MBA,IT,5.87,6,2019,"react,js",Web Developer
MBA,Civil,8.69,1,2024,"autocad,construction",Civil Engineer
MCA,Mechanical,5.79,4,2021,"design,solidworks",Mechanical Engineer
BSc,EEE,7.59,4,2021,"circuits,power systems",Electrical Engineer
MBA,EEE,5.58,4,2021,"circuits,power systems",Electrical Engineer
BTech,HR,7.39,6,2019,"recruitment,communication",Business Analyst
MBA,CSE,8.95,4,2021,"java,dsa",Software Engineer
MTech,Mechanical,5.63,2,2023,"solidworks,design",Mechanical Engineer
MTech,ECE,9.72,5,2020,"embedded,signals",Electrical Engineer
MBA,CSE,8.35,3,2022,"python,dsa",Software Engineer
BTech,ECE,6.02,1,2024,"embedded,signals",Electrical Engineer
BSc,ECE,7.79,5,2020,"signals,c",Electrical Engineer
MCA,IT,7.84,6,2019,"react,html",Web Developer
BSc,CSE,8.31,1,2024,"python,java",Software Engineer
BSc,IT,9.51,1,2024,"css,js",Software Engineer
BSc,IT,8.71,5,2020,"html,css",Software Engineer
MBA,Civil,7.5,5,2020,"construction,autocad",Civil Engineer
BTech,AI/ML,8.87,4,2021,"deep learning,python",Data Scientist
BSc,IT,8.28,7,2018,"js,react",Software Engineer
BSc,ECE,9.45,4,2021,"c,signals",Electrical Engineer
MBA,AI/ML,6.91,6,2019,"ml,python",Software Engineer
MBA,Data Science,8.76,5,2020,"sql,statistics",Data Scientist
MBA,CSE,8.79,4,2021,"python,dsa",Software Engineer
BTech,AI/ML,7.29,7,2018,"python,ml",Software Engineer
BTech,AI/ML,7.32,4,2021,"deep learning,ml",Software Engineer
MCA,Civil,6.25,6,2019,"autocad,construction",Civil Engineer
MBA,Civil,7.38,6,2019,"construction,autocad",Civil Engineer
BSc,Civil,5.72,1,2024,"autocad,construction",Civil Engineer
BTech,EEE,8.55,7,2018,"power systems,circuits",Electrical Engineer
MTech,CSE,8.96,1,2024,"java,python",Software Engineer
MCA,AI/ML,8.58,0,2025,"ml,deep learning",Data Scientist
MCA,EEE,5.76,5,2020,"circuits,power systems",Electrical Engineer
BTech,Data Science,6.37,0,2025,"ml,sql",Software Engineer
MTech,Mechanical,7.03,2,2023,"design,solidworks",Mechanical Engineer
MTech,AI/ML,7.82,4,2021,"deep learning,python",Data Scientist
MTech,Civil,7.92,5,2020,"construction,autocad",Civil Engineer
MTech,Data Science,7.16,3,2022,"statistics,python",Software Engineer
MCA,HR,8.89,3,2022,"communication,recruitment",Business Analyst
MTech,IT,7.05,5,2020,"js,react",Web Developer
BTech,Data Science,7.11,6,2019,"python,ml",Software Engineer
MBA,AI/ML,7.3,3,2022,"ml,python",Software Engineer
MCA,IT,5.85,7,2018,"css,js",Web Developer
BTech,CSE,5.84,2,2023,"python,sql",Web Developer
MBA,AI/ML,9.32,2,2023,"python,deep learning",Data Scientist
MCA,EEE,8.2,1,2024,"circuits,power systems",Electrical Engineer
MBA,CSE,8.45,3,2022,"java,python",Software Engineer
MBA,CSE,7.96,1,2024,"dsa,python",Web Developer
MTech,Civil,6.69,1,2024,"construction,autocad",Civil Engineer
MTech,Mechanical,6.99,2,2023,"solidworks,design",Mechanical Engineer
MTech,EEE,5.97,0,2025,"circuits,power systems",Electrical Engineer
MTech,Mechanical,6.33,4,2021,"design,solidworks",Mechanical Engineer
BTech,AI/ML,9.6,4,2021,"python,ml",Data Scientist
MTech,CSE,8.69,1,2024,"java,dsa",Software Engineer
BTech,AI/ML,5.91,1,2024,"python,ml",Software Engineer
MTech,CSE,9.46,4,2021,"python,dsa",Software Engineer
MBA,IT,9.67,1,2024,"css,react",Software Engineer
BTech,Data Science,7.06,2,2023,"python,statistics",Software Engineer
MCA,AI/ML,7.16,5,2020,"python,deep learning",Software Engineer
MBA,Data Science,8.17,1,2024,"ml,statistics",Data Scientist
MCA,CSE,6.02,2,2023,"java,dsa",Web Developer
MBA,IT,6.9,6,2019,"js,html",Web Developer
BSc,Data Science,6.91,3,2022,"ml,python",Software Engineer
BTech,Civil,6.36,6,2019,"construction,autocad",Civil Engineer
MBA,Data Science,5.83,3,2022,"python,sql",Software Engineer
MCA,Civil,8.01,5,2020,"construction,autocad",Civil Engineer
BSc,HR,6.81,1,2024,"recruitment,communication",Business Analyst
BSc,IT,7.31,7,2018,"js,react",Web Developer
